Date,Category,SKU,Units Sold,Price
03/08/2023,CAN Sarsabz Fatima,CSF-9101,695,5080
03/08/2023,Sarsabz Urea,SU-7658,753,5000
04/08/2023,Sarsabz Urea,SU-7658,835,5000
04/08/2023,Babar Sher Urea,BSR-0294,568,4795
04/08/2023,CAN Sarsabz Fatima,CSF-9101,718,5080
04/08/2023,Babar Sher Urea,BSR-0294,745,4795
04/08/2023,Nitrophos Sarsabz NP,NSP-5678,603,8050
04/08/2023,Sarsabz Urea,SU-7658,755,5000
04/08/2023,Sarsabz Urea,SU-7658,964,5000
04/08/2023,Nitrophos Sarsabz NP,NSP-5678,576,8050
04/08/2023,CAN Pak Arab Guwara,CPAG-1122,904,4150
04/08/2023,CAN Sarsabz Fatima,CSF-9101,568,5080
04/08/2023,Babar Sher Urea,BSR-0294,940,4795
04/08/2023,CAN Sarsabz Fatima,CSF-9101,765,5080
04/08/2023,Nitrophos Sarsabz NP,NSP-5678,859,8050
04/08/2023,Nitrophos Sarsabz NP,NSP-5678,684,8050
04/08/2023,CAN Sarsabz Fatima,CSF-9101,893,5080
04/08/2023,Babar Sher Urea,BSR-0294,674,4795
04/08/2023,Babar Sher Urea,BSR-0294,965,4795
04/08/2023,CAN Pak Arab Guwara,CPAG-1122,618,4150
04/08/2023,Babar Sher Urea,BSR-0294,597,4795
04/08/2023,Sarsabz Urea,SU-7658,509,5000
04/08/2023,Sarsabz Urea,SU-7658,631,5000
04/08/2023,CAN Sarsabz Fatima,CSF-9101,686,5080
04/08/2023,CAN Pak Arab Guwara,CPAG-1122,532,4150
04/08/2023,CAN Sarsabz Fatima,CSF-9101,936,5080
04/08/2023,CAN Pak Arab Guwara,CPAG-1122,972,4150
04/08/2023,CAN Pak Arab Guwara,CPAG-1122,717,4150
04/08/2023,Nitrophos Sarsabz NP,NSP-5678,996,8050
04/08/2023,CAN Pak Arab Guwara,CPAG-1122,555,4150
04/08/2023,Nitrophos Sarsabz NP,NSP-5678,582,8050
04/08/2023,CAN Pak Arab Guwara,CPAG-1122,912,4150
04/08/2023,Babar Sher Urea,BSR-0294,663,4795
04/08/2023,CAN Sarsabz Fatima,CSF-9101,810,5080
04/08/2023,CAN Pak Arab Guwara,CPAG-1122,603,4150
04/08/2023,CAN Sarsabz Fatima,CSF-9101,527,5080
04/08/2023,Nitrophos Sarsabz NP,NSP-5678,660,8050
04/08/2023,Babar Sher Urea,BSR-0294,934,4795
04/08/2023,CAN Sarsabz Fatima,CSF-9101,948,5080
04/08/2023,CAN Pak Arab Guwara,CPAG-1122,920,4150
04/08/2023,Sarsabz Urea,SU-7658,982,5000
04/08/2023,Sarsabz Urea,SU-7658,545,5000
04/08/2023,CAN Pak Arab Guwara,CPAG-1122,511,4150
04/08/2023,Nitrophos Sarsabz NP,NSP-5678,822,8050
04/08/2023,Sarsabz Urea,SU-7658,884,5000
04/08/2023,CAN Sarsabz Fatima,CSF-9101,632,5080
04/08/2023,CAN Sarsabz Fatima,CSF-9101,864,5080
04/08/2023,Babar Sher Urea,BSR-0294,565,4795
04/08/2023,Sarsabz Urea,SU-7658,542,5000
04/08/2023,CAN Sarsabz Fatima,CSF-9101,866,5080
04/08/2023,Sarsabz Urea,SU-7658,612,5000
04/08/2023,Sarsabz Urea,SU-7658,563,5000
04/08/2023,Babar Sher Urea,BSR-0294,727,4795
04/08/2023,CAN Sarsabz Fatima,CSF-9101,893,5080
04/08/2023,CAN Pak Arab Guwara,CPAG-1122,981,4150
04/08/2023,Babar Sher Urea,BSR-0294,526,4795
04/08/2023,Nitrophos Sarsabz NP,NSP-5678,886,8050
04/08/2023,Babar Sher Urea,BSR-0294,936,4795
04/08/2023,Nitrophos Sarsabz NP,NSP-5678,856,8050
04/08/2023,CAN Sarsabz Fatima,CSF-9101,821,5080
04/08/2023,CAN Sarsabz Fatima,CSF-9101,952,5080
04/08/2023,Nitrophos Sarsabz NP,NSP-5678,583,8050
04/08/2023,Babar Sher Urea,BSR-0294,921,4795
04/08/2023,Sarsabz Urea,SU-7658,830,5000
04/08/2023,CAN Sarsabz Fatima,CSF-9101,500,5080
04/08/2023,Babar Sher Urea,BSR-0294,900,4795
04/08/2023,Nitrophos Sarsabz NP,NSP-5678,829,8050
04/08/2023,CAN Sarsabz Fatima,CSF-9101,994,5080
04/08/2023,CAN Sarsabz Fatima,CSF-9101,786,5080
04/08/2023,Sarsabz Urea,SU-7658,961,5000
04/08/2023,Sarsabz Urea,SU-7658,651,5000
04/08/2023,CAN Pak Arab Guwara,CPAG-1122,517,4150
04/08/2023,Nitrophos Sarsabz NP,NSP-5678,519,8050
04/08/2023,CAN Pak Arab Guwara,CPAG-1122,528,4150
04/08/2023,CAN Pak Arab Guwara,CPAG-1122,638,4150
04/08/2023,CAN Sarsabz Fatima,CSF-9101,817,5080
04/08/2023,Babar Sher Urea,BSR-0294,679,4795
04/08/2023,CAN Sarsabz Fatima,CSF-9101,741,5080
04/08/2023,CAN Sarsabz Fatima,CSF-9101,582,5080
04/08/2023,CAN Sarsabz Fatima,CSF-9101,913,5080
04/08/2023,CAN Sarsabz Fatima,CSF-9101,692,5080
04/08/2023,Nitrophos Sarsabz NP,NSP-5678,930,8050
04/08/2023,Sarsabz Urea,SU-7658,848,5000
04/08/2023,Babar Sher Urea,BSR-0294,966,4795
04/08/2023,Nitrophos Sarsabz NP,NSP-5678,775,8050
04/08/2023,Babar Sher Urea,BSR-0294,978,4795
04/08/2023,CAN Sarsabz Fatima,CSF-9101,775,5080
04/08/2023,CAN Pak Arab Guwara,CPAG-1122,735,4150
04/08/2023,CAN Sarsabz Fatima,CSF-9101,611,5080
04/08/2023,Babar Sher Urea,BSR-0294,615,4795
04/08/2023,Babar Sher Urea,BSR-0294,951,4795
04/08/2023,Babar Sher Urea,BSR-0294,977,4795
04/08/2023,Nitrophos Sarsabz NP,NSP-5678,891,8050
04/08/2023,CAN Pak Arab Guwara,CPAG-1122,820,4150
04/08/2023,CAN Sarsabz Fatima,CSF-9101,969,5080
04/08/2023,CAN Sarsabz Fatima,CSF-9101,713,5080
04/08/2023,Babar Sher Urea,BSR-0294,764,4795
04/08/2023,CAN Pak Arab Guwara,CPAG-1122,712,4150
04/08/2023,Sarsabz Urea,SU-7658,638,5000
04/08/2023,Sarsabz Urea,SU-7658,531,5000
04/08/2023,CAN Pak Arab Guwara,CPAG-1122,766,4150
04/08/2023,CAN Pak Arab Guwara,CPAG-1122,757,4150
05/08/2023,CAN Pak Arab Guwara,CPAG-1122,653,4150
05/08/2023,Sarsabz Urea,SU-7658,563,5000
05/08/2023,Babar Sher Urea,BSR-0294,991,4795
05/08/2023,Nitrophos Sarsabz NP,NSP-5678,865,8050
05/08/2023,CAN Pak Arab Guwara,CPAG-1122,967,4150
05/08/2023,CAN Sarsabz Fatima,CSF-9101,533,5080
05/08/2023,CAN Sarsabz Fatima,CSF-9101,785,5080
05/08/2023,CAN Pak Arab Guwara,CPAG-1122,632,4150
05/08/2023,Nitrophos Sarsabz NP,NSP-5678,750,8050
05/08/2023,Babar Sher Urea,BSR-0294,650,4795
05/08/2023,Nitrophos Sarsabz NP,NSP-5678,572,8050
05/08/2023,Sarsabz Urea,SU-7658,983,5000
05/08/2023,Babar Sher Urea,BSR-0294,553,4795
05/08/2023,Nitrophos Sarsabz NP,NSP-5678,767,8050
05/08/2023,Nitrophos Sarsabz NP,NSP-5678,991,8050
05/08/2023,CAN Pak Arab Guwara,CPAG-1122,807,4150
05/08/2023,CAN Pak Arab Guwara,CPAG-1122,897,4150
05/08/2023,Nitrophos Sarsabz NP,NSP-5678,950,8050
05/08/2023,CAN Sarsabz Fatima,CSF-9101,650,5080
05/08/2023,CAN Pak Arab Guwara,CPAG-1122,963,4150
05/08/2023,CAN Pak Arab Guwara,CPAG-1122,703,4150
05/08/2023,Sarsabz Urea,SU-7658,577,5000
05/08/2023,Sarsabz Urea,SU-7658,556,5000
05/08/2023,CAN Sarsabz Fatima,CSF-9101,673,5080
05/08/2023,Babar Sher Urea,BSR-0294,840,4795
05/08/2023,CAN Sarsabz Fatima,CSF-9101,951,5080
05/08/2023,Sarsabz Urea,SU-7658,723,5000
05/08/2023,CAN Sarsabz Fatima,CSF-9101,878,5080
05/08/2023,Sarsabz Urea,SU-7658,943,5000
05/08/2023,Babar Sher Urea,BSR-0294,903,4795
05/08/2023,Babar Sher Urea,BSR-0294,526,4795
05/08/2023,CAN Pak Arab Guwara,CPAG-1122,601,4150
05/08/2023,CAN Pak Arab Guwara,CPAG-1122,571,4150
05/08/2023,CAN Pak Arab Guwara,CPAG-1122,847,4150
05/08/2023,Nitrophos Sarsabz NP,NSP-5678,673,8050
05/08/2023,Sarsabz Urea,SU-7658,789,5000
05/08/2023,Babar Sher Urea,BSR-0294,832,4795
05/08/2023,CAN Pak Arab Guwara,CPAG-1122,508,4150
05/08/2023,CAN Pak Arab Guwara,CPAG-1122,929,4150
05/08/2023,Babar Sher Urea,BSR-0294,532,4795
05/08/2023,Babar Sher Urea,BSR-0294,633,4795
05/08/2023,Nitrophos Sarsabz NP,NSP-5678,857,8050
05/08/2023,CAN Pak Arab Guwara,CPAG-1122,623,4150
05/08/2023,Babar Sher Urea,BSR-0294,743,4795
05/08/2023,Nitrophos Sarsabz NP,NSP-5678,685,8050
05/08/2023,CAN Sarsabz Fatima,CSF-9101,510,5080
05/08/2023,CAN Sarsabz Fatima,CSF-9101,637,5080
05/08/2023,Nitrophos Sarsabz NP,NSP-5678,932,8050
05/08/2023,Sarsabz Urea,SU-7658,877,5000
05/08/2023,Sarsabz Urea,SU-7658,879,5000
05/08/2023,Sarsabz Urea,SU-7658,726,5000
05/08/2023,Babar Sher Urea,BSR-0294,779,4795
05/08/2023,CAN Sarsabz Fatima,CSF-9101,936,5080
05/08/2023,Babar Sher Urea,BSR-0294,682,4795
05/08/2023,CAN Pak Arab Guwara,CPAG-1122,684,4150
05/08/2023,CAN Sarsabz Fatima,CSF-9101,561,5080
05/08/2023,Sarsabz Urea,SU-7658,916,5000
05/08/2023,CAN Sarsabz Fatima,CSF-9101,948,5080
05/08/2023,Nitrophos Sarsabz NP,NSP-5678,583,8050
05/08/2023,Sarsabz Urea,SU-7658,923,5000
05/08/2023,CAN Pak Arab Guwara,CPAG-1122,579,4150
05/08/2023,CAN Pak Arab Guwara,CPAG-1122,892,4150
05/08/2023,Nitrophos Sarsabz NP,NSP-5678,754,8050
05/08/2023,Babar Sher Urea,BSR-0294,904,4795
05/08/2023,Babar Sher Urea,BSR-0294,793,4795
05/08/2023,CAN Pak Arab Guwara,CPAG-1122,539,4150
05/08/2023,CAN Sarsabz Fatima,CSF-9101,543,5080
05/08/2023,CAN Sarsabz Fatima,CSF-9101,525,5080
05/08/2023,Nitrophos Sarsabz NP,NSP-5678,785,8050
05/08/2023,Sarsabz Urea,SU-7658,800,5000
05/08/2023,Nitrophos Sarsabz NP,NSP-5678,591,8050
05/08/2023,Babar Sher Urea,BSR-0294,668,4795
05/08/2023,CAN Pak Arab Guwara,CPAG-1122,697,4150
05/08/2023,Babar Sher Urea,BSR-0294,628,4795
05/08/2023,Sarsabz Urea,SU-7658,616,5000
05/08/2023,Babar Sher Urea,BSR-0294,964,4795
05/08/2023,Babar Sher Urea,BSR-0294,659,4795
05/08/2023,Babar Sher Urea,BSR-0294,840,4795
05/08/2023,Sarsabz Urea,SU-7658,555,5000
05/08/2023,Babar Sher Urea,BSR-0294,959,4795
05/08/2023,CAN Pak Arab Guwara,CPAG-1122,530,4150
05/08/2023,CAN Sarsabz Fatima,CSF-9101,963,5080
05/08/2023,CAN Pak Arab Guwara,CPAG-1122,591,4150
05/08/2023,Babar Sher Urea,BSR-0294,988,4795
05/08/2023,Nitrophos Sarsabz NP,NSP-5678,846,8050
05/08/2023,Nitrophos Sarsabz NP,NSP-5678,693,8050
05/08/2023,CAN Pak Arab Guwara,CPAG-1122,710,4150
05/08/2023,Sarsabz Urea,SU-7658,934,5000
05/08/2023,CAN Sarsabz Fatima,CSF-9101,702,5080
05/08/2023,Sarsabz Urea,SU-7658,574,5000
05/08/2023,Sarsabz Urea,SU-7658,740,5000
05/08/2023,Nitrophos Sarsabz NP,NSP-5678,881,8050
05/08/2023,CAN Sarsabz Fatima,CSF-9101,538,5080
05/08/2023,Nitrophos Sarsabz NP,NSP-5678,769,8050
05/08/2023,CAN Sarsabz Fatima,CSF-9101,705,5080
05/08/2023,Nitrophos Sarsabz NP,NSP-5678,536,8050
05/08/2023,CAN Sarsabz Fatima,CSF-9101,854,5080
05/08/2023,CAN Pak Arab Guwara,CPAG-1122,583,4150
05/08/2023,Nitrophos Sarsabz NP,NSP-5678,994,8050
05/08/2023,Babar Sher Urea,BSR-0294,786,4795
06/08/2023,Nitrophos Sarsabz NP,NSP-5678,614,8050
06/08/2023,CAN Sarsabz Fatima,CSF-9101,699,5080
06/08/2023,Nitrophos Sarsabz NP,NSP-5678,997,8050
06/08/2023,CAN Pak Arab Guwara,CPAG-1122,883,4150
06/08/2023,Nitrophos Sarsabz NP,NSP-5678,806,8050
06/08/2023,Sarsabz Urea,SU-7658,993,5000
06/08/2023,CAN Sarsabz Fatima,CSF-9101,749,5080
06/08/2023,Babar Sher Urea,BSR-0294,507,4795
06/08/2023,CAN Pak Arab Guwara,CPAG-1122,504,4150
06/08/2023,Babar Sher Urea,BSR-0294,781,4795
06/08/2023,Sarsabz Urea,SU-7658,724,5000
06/08/2023,Nitrophos Sarsabz NP,NSP-5678,720,8050
06/08/2023,Nitrophos Sarsabz NP,NSP-5678,764,8050
06/08/2023,Nitrophos Sarsabz NP,NSP-5678,861,8050
06/08/2023,CAN Sarsabz Fatima,CSF-9101,979,5080
06/08/2023,Sarsabz Urea,SU-7658,695,5000
06/08/2023,CAN Sarsabz Fatima,CSF-9101,799,5080
06/08/2023,Babar Sher Urea,BSR-0294,899,4795
06/08/2023,CAN Sarsabz Fatima,CSF-9101,728,5080
06/08/2023,CAN Pak Arab Guwara,CPAG-1122,635,4150
06/08/2023,CAN Pak Arab Guwara,CPAG-1122,838,4150
06/08/2023,CAN Sarsabz Fatima,CSF-9101,905,5080
06/08/2023,Nitrophos Sarsabz NP,NSP-5678,849,8050
06/08/2023,CAN Sarsabz Fatima,CSF-9101,658,5080
06/08/2023,Babar Sher Urea,BSR-0294,731,4795
06/08/2023,CAN Pak Arab Guwara,CPAG-1122,626,4150
06/08/2023,Babar Sher Urea,BSR-0294,966,4795
06/08/2023,CAN Sarsabz Fatima,CSF-9101,522,5080
06/08/2023,CAN Pak Arab Guwara,CPAG-1122,653,4150
06/08/2023,Sarsabz Urea,SU-7658,935,5000
06/08/2023,CAN Pak Arab Guwara,CPAG-1122,958,4150
06/08/2023,CAN Sarsabz Fatima,CSF-9101,786,5080
06/08/2023,Sarsabz Urea,SU-7658,999,5000
06/08/2023,Sarsabz Urea,SU-7658,857,5000
06/08/2023,Nitrophos Sarsabz NP,NSP-5678,967,8050
06/08/2023,Babar Sher Urea,BSR-0294,778,4795
06/08/2023,Sarsabz Urea,SU-7658,937,5000
06/08/2023,CAN Pak Arab Guwara,CPAG-1122,541,4150
06/08/2023,CAN Sarsabz Fatima,CSF-9101,839,5080
06/08/2023,CAN Pak Arab Guwara,CPAG-1122,855,4150
06/08/2023,Babar Sher Urea,BSR-0294,707,4795
06/08/2023,CAN Sarsabz Fatima,CSF-9101,549,5080
06/08/2023,CAN Sarsabz Fatima,CSF-9101,909,5080
06/08/2023,CAN Pak Arab Guwara,CPAG-1122,872,4150
06/08/2023,CAN Sarsabz Fatima,CSF-9101,775,5080
06/08/2023,CAN Sarsabz Fatima,CSF-9101,961,5080
06/08/2023,CAN Sarsabz Fatima,CSF-9101,648,5080
06/08/2023,Babar Sher Urea,BSR-0294,866,4795
06/08/2023,CAN Pak Arab Guwara,CPAG-1122,573,4150
06/08/2023,Nitrophos Sarsabz NP,NSP-5678,985,8050
06/08/2023,Nitrophos Sarsabz NP,NSP-5678,778,8050
06/08/2023,CAN Pak Arab Guwara,CPAG-1122,749,4150
06/08/2023,CAN Pak Arab Guwara,CPAG-1122,555,4150
06/08/2023,Sarsabz Urea,SU-7658,620,5000
06/08/2023,CAN Pak Arab Guwara,CPAG-1122,524,4150
06/08/2023,CAN Pak Arab Guwara,CPAG-1122,811,4150
06/08/2023,Nitrophos Sarsabz NP,NSP-5678,666,8050
06/08/2023,Babar Sher Urea,BSR-0294,578,4795
06/08/2023,Nitrophos Sarsabz NP,NSP-5678,687,8050
06/08/2023,CAN Sarsabz Fatima,CSF-9101,515,5080
06/08/2023,CAN Sarsabz Fatima,CSF-9101,512,5080
06/08/2023,Sarsabz Urea,SU-7658,531,5000
06/08/2023,Sarsabz Urea,SU-7658,731,5000
06/08/2023,CAN Sarsabz Fatima,CSF-9101,878,5080
06/08/2023,Babar Sher Urea,BSR-0294,675,4795
06/08/2023,CAN Pak Arab Guwara,CPAG-1122,696,4150
06/08/2023,CAN Pak Arab Guwara,CPAG-1122,972,4150
06/08/2023,CAN Pak Arab Guwara,CPAG-1122,711,4150
06/08/2023,CAN Sarsabz Fatima,CSF-9101,578,5080
06/08/2023,CAN Sarsabz Fatima,CSF-9101,584,5080
06/08/2023,CAN Pak Arab Guwara,CPAG-1122,577,4150
06/08/2023,Nitrophos Sarsabz NP,NSP-5678,795,8050
06/08/2023,CAN Sarsabz Fatima,CSF-9101,556,5080
06/08/2023,Babar Sher Urea,BSR-0294,905,4795
06/08/2023,Babar Sher Urea,BSR-0294,659,4795
06/08/2023,Sarsabz Urea,SU-7658,957,5000
06/08/2023,CAN Sarsabz Fatima,CSF-9101,677,5080
06/08/2023,Sarsabz Urea,SU-7658,639,5000
06/08/2023,Sarsabz Urea,SU-7658,982,5000
06/08/2023,Babar Sher Urea,BSR-0294,703,4795
06/08/2023,CAN Pak Arab Guwara,CPAG-1122,557,4150
06/08/2023,Nitrophos Sarsabz NP,NSP-5678,819,8050
06/08/2023,CAN Sarsabz Fatima,CSF-9101,968,5080
06/08/2023,Babar Sher Urea,BSR-0294,572,4795
06/08/2023,Nitrophos Sarsabz NP,NSP-5678,506,8050
06/08/2023,Sarsabz Urea,SU-7658,651,5000
06/08/2023,Sarsabz Urea,SU-7658,740,5000
06/08/2023,Babar Sher Urea,BSR-0294,620,4795
06/08/2023,CAN Sarsabz Fatima,CSF-9101,705,5080
06/08/2023,Sarsabz Urea,SU-7658,989,5000
06/08/2023,CAN Pak Arab Guwara,CPAG-1122,844,4150
06/08/2023,Sarsabz Urea,SU-7658,903,5000
06/08/2023,CAN Pak Arab Guwara,CPAG-1122,784,4150
06/08/2023,Nitrophos Sarsabz NP,NSP-5678,528,8050
06/08/2023,Nitrophos Sarsabz NP,NSP-5678,796,8050
06/08/2023,Babar Sher Urea,BSR-0294,721,4795
06/08/2023,CAN Sarsabz Fatima,CSF-9101,582,5080
06/08/2023,Sarsabz Urea,SU-7658,712,5000
06/08/2023,Sarsabz Urea,SU-7658,957,5000
06/08/2023,Sarsabz Urea,SU-7658,777,5000
07/08/2023,CAN Sarsabz Fatima,CSF-9101,931,5080
07/08/2023,Nitrophos Sarsabz NP,NSP-5678,565,8050
07/08/2023,Babar Sher Urea,BSR-0294,994,4795
07/08/2023,CAN Sarsabz Fatima,CSF-9101,653,5080
07/08/2023,CAN Sarsabz Fatima,CSF-9101,724,5080
07/08/2023,Nitrophos Sarsabz NP,NSP-5678,669,8050
07/08/2023,Nitrophos Sarsabz NP,NSP-5678,707,8050
07/08/2023,Sarsabz Urea,SU-7658,876,5000
07/08/2023,CAN Sarsabz Fatima,CSF-9101,781,5080
07/08/2023,Nitrophos Sarsabz NP,NSP-5678,723,8050
07/08/2023,Nitrophos Sarsabz NP,NSP-5678,740,8050
07/08/2023,Sarsabz Urea,SU-7658,868,5000
07/08/2023,Babar Sher Urea,BSR-0294,748,4795
07/08/2023,Babar Sher Urea,BSR-0294,654,4795
07/08/2023,CAN Sarsabz Fatima,CSF-9101,512,5080
07/08/2023,CAN Sarsabz Fatima,CSF-9101,803,5080
07/08/2023,Babar Sher Urea,BSR-0294,724,4795
07/08/2023,Sarsabz Urea,SU-7658,865,5000
07/08/2023,Nitrophos Sarsabz NP,NSP-5678,862,8050
07/08/2023,Babar Sher Urea,BSR-0294,852,4795
07/08/2023,Sarsabz Urea,SU-7658,791,5000
07/08/2023,Sarsabz Urea,SU-7658,761,5000
07/08/2023,Babar Sher Urea,BSR-0294,907,4795
07/08/2023,CAN Sarsabz Fatima,CSF-9101,809,5080
07/08/2023,Sarsabz Urea,SU-7658,933,5000
07/08/2023,CAN Pak Arab Guwara,CPAG-1122,765,4150
07/08/2023,Sarsabz Urea,SU-7658,764,5000
07/08/2023,CAN Sarsabz Fatima,CSF-9101,703,5080
07/08/2023,Sarsabz Urea,SU-7658,508,5000
07/08/2023,CAN Sarsabz Fatima,CSF-9101,534,5080
07/08/2023,Nitrophos Sarsabz NP,NSP-5678,598,8050
07/08/2023,CAN Pak Arab Guwara,CPAG-1122,717,4150
07/08/2023,CAN Pak Arab Guwara,CPAG-1122,912,4150
07/08/2023,Babar Sher Urea,BSR-0294,775,4795
07/08/2023,Sarsabz Urea,SU-7658,792,5000
07/08/2023,CAN Sarsabz Fatima,CSF-9101,794,5080
07/08/2023,Sarsabz Urea,SU-7658,644,5000
07/08/2023,CAN Sarsabz Fatima,CSF-9101,712,5080
07/08/2023,CAN Sarsabz Fatima,CSF-9101,807,5080
07/08/2023,Sarsabz Urea,SU-7658,540,5000
07/08/2023,Babar Sher Urea,BSR-0294,885,4795
07/08/2023,Sarsabz Urea,SU-7658,835,5000
07/08/2023,CAN Sarsabz Fatima,CSF-9101,513,5080
07/08/2023,CAN Sarsabz Fatima,CSF-9101,668,5080
07/08/2023,Sarsabz Urea,SU-7658,558,5000
07/08/2023,Babar Sher Urea,BSR-0294,850,4795
07/08/2023,Babar Sher Urea,BSR-0294,786,4795
07/08/2023,Nitrophos Sarsabz NP,NSP-5678,676,8050
07/08/2023,Sarsabz Urea,SU-7658,781,5000
07/08/2023,Sarsabz Urea,SU-7658,564,5000
07/08/2023,Nitrophos Sarsabz NP,NSP-5678,693,8050
07/08/2023,Babar Sher Urea,BSR-0294,655,4795
07/08/2023,Sarsabz Urea,SU-7658,563,5000
07/08/2023,Sarsabz Urea,SU-7658,830,5000
07/08/2023,CAN Pak Arab Guwara,CPAG-1122,723,4150
07/08/2023,Sarsabz Urea,SU-7658,764,5000
07/08/2023,Babar Sher Urea,BSR-0294,917,4795
07/08/2023,Nitrophos Sarsabz NP,NSP-5678,561,8050
07/08/2023,Sarsabz Urea,SU-7658,652,5000
07/08/2023,CAN Pak Arab Guwara,CPAG-1122,892,4150
07/08/2023,CAN Pak Arab Guwara,CPAG-1122,800,4150
07/08/2023,Nitrophos Sarsabz NP,NSP-5678,634,8050
07/08/2023,Sarsabz Urea,SU-7658,783,5000
07/08/2023,Nitrophos Sarsabz NP,NSP-5678,529,8050
07/08/2023,Sarsabz Urea,SU-7658,706,5000
07/08/2023,Nitrophos Sarsabz NP,NSP-5678,773,8050
07/08/2023,CAN Sarsabz Fatima,CSF-9101,840,5080
07/08/2023,CAN Pak Arab Guwara,CPAG-1122,763,4150
07/08/2023,CAN Sarsabz Fatima,CSF-9101,943,5080
07/08/2023,Nitrophos Sarsabz NP,NSP-5678,799,8050
07/08/2023,Sarsabz Urea,SU-7658,869,5000
07/08/2023,Sarsabz Urea,SU-7658,680,5000
07/08/2023,Nitrophos Sarsabz NP,NSP-5678,921,8050
07/08/2023,Nitrophos Sarsabz NP,NSP-5678,896,8050
07/08/2023,CAN Sarsabz Fatima,CSF-9101,681,5080
07/08/2023,Sarsabz Urea,SU-7658,677,5000
07/08/2023,Sarsabz Urea,SU-7658,712,5000
07/08/2023,Babar Sher Urea,BSR-0294,906,4795
07/08/2023,CAN Sarsabz Fatima,CSF-9101,566,5080
07/08/2023,CAN Sarsabz Fatima,CSF-9101,648,5080
07/08/2023,Babar Sher Urea,BSR-0294,528,4795
07/08/2023,Babar Sher Urea,BSR-0294,582,4795
07/08/2023,Babar Sher Urea,BSR-0294,756,4795
07/08/2023,Nitrophos Sarsabz NP,NSP-5678,657,8050
07/08/2023,Nitrophos Sarsabz NP,NSP-5678,828,8050
07/08/2023,Nitrophos Sarsabz NP,NSP-5678,872,8050
07/08/2023,Sarsabz Urea,SU-7658,513,5000
07/08/2023,Babar Sher Urea,BSR-0294,908,4795
07/08/2023,Babar Sher Urea,BSR-0294,973,4795
07/08/2023,Sarsabz Urea,SU-7658,735,5000
07/08/2023,CAN Pak Arab Guwara,CPAG-1122,898,4150
07/08/2023,Nitrophos Sarsabz NP,NSP-5678,844,8050
07/08/2023,CAN Sarsabz Fatima,CSF-9101,635,5080
07/08/2023,Babar Sher Urea,BSR-0294,879,4795
07/08/2023,Babar Sher Urea,BSR-0294,594,4795
07/08/2023,CAN Pak Arab Guwara,CPAG-1122,963,4150
07/08/2023,Babar Sher Urea,BSR-0294,576,4795
07/08/2023,CAN Pak Arab Guwara,CPAG-1122,731,4150
07/08/2023,Nitrophos Sarsabz NP,NSP-5678,996,8050
07/08/2023,Sarsabz Urea,SU-7658,728,5000
08/08/2023,CAN Pak Arab Guwara,CPAG-1122,529,4150
08/08/2023,Babar Sher Urea,BSR-0294,573,4795
08/08/2023,Babar Sher Urea,BSR-0294,780,4795
08/08/2023,Babar Sher Urea,BSR-0294,683,4795
08/08/2023,Babar Sher Urea,BSR-0294,982,4795
08/08/2023,Nitrophos Sarsabz NP,NSP-5678,705,8050
08/08/2023,CAN Sarsabz Fatima,CSF-9101,632,5080
08/08/2023,CAN Pak Arab Guwara,CPAG-1122,698,4150
08/08/2023,Babar Sher Urea,BSR-0294,590,4795
08/08/2023,CAN Sarsabz Fatima,CSF-9101,803,5080
08/08/2023,Babar Sher Urea,BSR-0294,967,4795
08/08/2023,Babar Sher Urea,BSR-0294,847,4795
08/08/2023,Nitrophos Sarsabz NP,NSP-5678,769,8050
08/08/2023,Nitrophos Sarsabz NP,NSP-5678,981,8050
08/08/2023,CAN Sarsabz Fatima,CSF-9101,856,5080
08/08/2023,CAN Sarsabz Fatima,CSF-9101,935,5080
08/08/2023,Nitrophos Sarsabz NP,NSP-5678,866,8050
08/08/2023,Nitrophos Sarsabz NP,NSP-5678,904,8050
08/08/2023,Babar Sher Urea,BSR-0294,850,4795
08/08/2023,Nitrophos Sarsabz NP,NSP-5678,994,8050
08/08/2023,CAN Sarsabz Fatima,CSF-9101,669,5080
08/08/2023,Nitrophos Sarsabz NP,NSP-5678,807,8050
08/08/2023,Sarsabz Urea,SU-7658,737,5000
08/08/2023,Babar Sher Urea,BSR-0294,710,4795
08/08/2023,Sarsabz Urea,SU-7658,960,5000
08/08/2023,CAN Pak Arab Guwara,CPAG-1122,971,4150
08/08/2023,CAN Sarsabz Fatima,CSF-9101,579,5080
08/08/2023,Babar Sher Urea,BSR-0294,791,4795
08/08/2023,Nitrophos Sarsabz NP,NSP-5678,577,8050
08/08/2023,CAN Pak Arab Guwara,CPAG-1122,676,4150
08/08/2023,CAN Sarsabz Fatima,CSF-9101,878,5080
08/08/2023,CAN Sarsabz Fatima,CSF-9101,722,5080
08/08/2023,CAN Sarsabz Fatima,CSF-9101,690,5080
08/08/2023,CAN Pak Arab Guwara,CPAG-1122,810,4150
08/08/2023,Babar Sher Urea,BSR-0294,748,4795
08/08/2023,Sarsabz Urea,SU-7658,595,5000
08/08/2023,Babar Sher Urea,BSR-0294,816,4795
08/08/2023,Nitrophos Sarsabz NP,NSP-5678,966,8050
08/08/2023,CAN Pak Arab Guwara,CPAG-1122,690,4150
08/08/2023,Babar Sher Urea,BSR-0294,797,4795
08/08/2023,CAN Pak Arab Guwara,CPAG-1122,984,4150
